text,label
I need to tell someone that I feel stuck. Like nothing is ever going to change.,medium
I had a panic moment but I used my grounding techniques and it passed.,low
The group therapy has been helpful. I don't feel so alone anymore.,low
I finished a project I've been putting off. Small wins matter. I just needed to say it out loud.,low
I've been isolating myself from friends and family. I just don't have the energy.,medium
i feel like i'm losing myself.,medium
my daughter visited this weekend. it really lifted my spirits.,low
I'm scared to say this but i feel like i'm barely holding it together.,medium
I've been journaling like you suggested. It helps mk process things.,low
I'm going to do it tonight. I've made up my mind. I just needed to say it out loud.,imminent
I know this sounds crazy but i've already started the process. it's too late.,imminent
"I have basically, everything planned. It happens tonight.",imminent
I'm scared to say this but i'm exhausted but my mind won't let me rest.,medium
Just checking in to say the strategies we discussed are working. I don't know what to do.,low
This is hard to say but my anxiety is getting worse. i had a panic attack yesterday.,medium
"I had a panic moment but I used my um, grounding techniques and it passed.",low
Thank you for always being here. It means a lot to know I can call.,low
"After what happened yesterday, I'm standing on the bridge. I don't know why I called.",imminent
I'm scared to say this but i took all my medication at once. i feel strange.,imminent
Some days getting out of bed feels impossible.,medium
I'm actually doing okay. Just wanted to hear a friendly voice.,low
I don't usually call but I had to talk to someone. I've been having trouble eating. Nothing tastes good anymore.,medium
I cooked a meal for myself today. It's the small things. I needed someone to know.,low
I snapped at my kids yesterday and I feel terrible about it. Thank you for listening.,medium
I know this sounds crazy but i've been having dark thoughts that scare me.,high
I've been having intrusive thoughts about harming myself. I don't know what to do.,high
I wrote letters to people in case something happens to me. I'm sorry for calling.,high
I woke up today and I'm in the bathtub with the razor. This is the end.,imminent
"I'm scared uh, about the future. Everything feels so uncertain.",medium
i don't enjoy things i used to anymore. everything feels gray.,medium
Things have gotten worse since last week. I feel supported. Thank you for being there.,low
I have pills in my hand right now. I'm ready to take them all.,imminent
I don't know how to explain this but i've been drinking more to cope and i know it's not healthy.,medium
I feel stupid saying this but i cooked a meal for myself today. it's the small things.,low
Please don't judge me but i don't know how much longer i can keep going like this.,high
My family doesn't know about this. Everyone would move on without me.,high
Please don't judge me but i feel empty inside. completely hollow and numb.,high
I woke up today and The pain is unbearable. I just want it to stop.,high
My friend invited me out and I actually went. It felt good. I don't know what to do.,low
Every little thing feels like too much to handle right now. I don't know what to do.,medium
This is hard to say but everyone would move on without me.,high
I feel stupid saying this but i'm at the edge. one more step and it's over.,imminent
I'm going to drown myself. The water is ready.,imminent
I had a panic moment but I used my grounding techniques and it passed. Does that make sense?,low
I'm scared to say this but i took all my medication at once. i feel strange.,imminent
Things have gotten worse since last week. I wanted to update you - I reconnected with an old friend this week.,low
I feel like I'm losing myself.,medium
I'm scared to say this but i'm actually doing okay. just wanted to hear a friendly voice.,low
This is hard to say but my anxiety is getting worse. i had a panic attack yesterday.,medium
My friend invited me out and I actually went. It felt good.,low
Things feel really hard right now. I'm struggling to get through each day.,medium
everyone would move on without me.,high
